"","lhs","","rhs","support","confidence","lift","count","CC_chisq","CC_fisher"
"[26]","{19A}","=>","{20B}",0.0015600624024961,0.00970873786407767,3.11165048543689,1,0.1906329362553,0.295763455538221
"[27]","{33C}","=>","{9A}",0.0015600624024961,0.5,53.4166666666667,1,5.31791857358066e-13,0.0186476209048363
"[28]","{9A}","=>","{33C}",0.0015600624024961,0.166666666666667,53.4166666666667,1,5.31791857358066e-13,0.018647620904836
"[29]","{33C}","=>","{10A}",0.0015600624024961,0.5,10.3387096774194,1,0.00286444274622076,0.094456903276131
"[30]","{10A}","=>","{33C}",0.0015600624024961,0.032258064516129,10.3387096774194,1,0.00286444274622076,0.0944569032761312
"[31]","{33C}","=>","{9V}",0.0015600624024961,0.5,12.3269230769231,1,0.000971025723103304,0.0795388065522623
"[32]","{9V}","=>","{33C}",0.0015600624024961,0.0384615384615385,12.3269230769231,1,0.000971025723103304,0.0795388065522625
"[33]","{33C}","=>","{3}",0.0015600624024961,0.5,7.12222222222222,1,0.01718198478374,0.135579173166927
"[34]","{3}","=>","{33C}",0.0015600624024961,0.0222222222222222,7.12222222222222,1,0.01718198478374,0.135579173166926
"[35]","{33C}","=>","{6B}",0.0015600624024961,0.5,2.94036697247706,1,0.213484266539472,0.311398205928237
"[36]","{6B}","=>","{33C}",0.0015600624024961,0.00917431192660551,2.94036697247706,1,0.213484266539472,0.311398205928237
"[37]","{28A}","=>","{28F}",0.0031201248049922,0.666666666666667,71.2222222222222,2,2.13495923127091e-32,0.000218468245772084
"[38]","{28F}","=>","{28A}",0.0031201248049922,0.333333333333333,71.2222222222222,2,2.13495923127091e-32,0.000218468245772085
"[39]","{28A}","=>","{14}",0.0015600624024961,0.333333333333333,4.36054421768707,1,0.0932459435968189,0.212551178103462
"[40]","{14}","=>","{28A}",0.0015600624024961,0.0204081632653061,4.36054421768707,1,0.0932459435968187,0.212551178103462
"[41]","{28A}","=>","{19F}",0.0015600624024961,0.333333333333333,2.24912280701754,1,0.365684688689768,0.382482623248592
"[42]","{19F}","=>","{28A}",0.0015600624024961,0.0105263157894737,2.24912280701754,1,0.365684688689768,0.382482623248592
"[43]","{46}","=>","{40}",0.0015600624024961,0.5,106.833333333333,1,8.7299603385172e-25,0.0093457488299532
"[44]","{40}","=>","{46}",0.0015600624024961,0.333333333333333,106.833333333333,1,8.7299603385172e-25,0.00934574882995298
"[45]","{46}","=>","{12B}",0.0015600624024961,0.5,64.1,1,2.28813447164752e-15,0.0155518720748832
"[46]","{12B}","=>","{46}",0.0015600624024961,0.2,64.1,1,2.2881344716475e-15,0.0155518720748828
"[47]","{46}","=>","{12A}",0.0015600624024961,0.5,45.7857142857143,1,2.63634984994876e-11,0.0217384945397816
"[48]","{12A}","=>","{46}",0.0015600624024961,0.142857142857143,45.7857142857143,1,2.63634984994876e-11,0.0217384945397815
"[49]","{46}","=>","{12F}",0.0015600624024961,0.5,16.025,1,0.000133861984928776,0.0614762090483622
"[50]","{12F}","=>","{46}",0.0015600624024961,0.05,16.025,1,0.000133861984928776,0.0614762090483619
"[51]","{46}","=>","{1}",0.0015600624024961,0.5,11.4464285714286,1,0.00156500297558427,0.0855206708268331
"[52]","{1}","=>","{46}",0.0015600624024961,0.0357142857142857,11.4464285714286,1,0.00156500297558427,0.0855206708268325
"[53]","{46}","=>","{14}",0.0015600624024961,0.5,6.54081632653061,1,0.0239519528272959,0.147152886115445
"[54]","{14}","=>","{46}",0.0015600624024961,0.0204081632653061,6.54081632653061,1,0.0239519528272959,0.147152886115444
"[55]","{46}","=>","{3}",0.0015600624024961,0.5,7.12222222222222,1,0.01718198478374,0.135579173166927
"[56]","{3}","=>","{46}",0.0015600624024961,0.0222222222222222,7.12222222222222,1,0.01718198478374,0.135579173166926
"[57]","{46}","=>","{6B}",0.0015600624024961,0.5,2.94036697247706,1,0.213484266539472,0.311398205928237
"[58]","{6B}","=>","{46}",0.0015600624024961,0.00917431192660551,2.94036697247706,1,0.213484266539472,0.311398205928237
"[59]","{25A}","=>","{38}",0.0031201248049922,0.666666666666667,38.8484848484848,2,3.86545776127276e-18,0.000796854057260883
"[60]","{38}","=>","{25A}",0.0031201248049922,0.181818181818182,38.8484848484849,2,3.86545776127276e-18,0.000796854057260882
"[61]","{25A}","=>","{29}",0.0015600624024961,0.333333333333333,12.5686274509804,1,0.00091618675250561,0.07758966696696
"[62]","{29}","=>","{25A}",0.0015600624024961,0.0588235294117647,12.5686274509804,1,0.00091618675250561,0.0775896669669601
"[63]","{25A}","=>","{7F}",0.0015600624024961,0.333333333333333,10.6833333333333,1,0.00255301089921021,0.0908509755883191
"[64]","{7F}","=>","{25A}",0.0015600624024961,0.05,10.6833333333333,1,0.00255301089921021,0.090850975588319
"[65]","{25A}","=>","{11A}",0.0015600624024961,0.333333333333333,6.67708333333333,1,0.0238656960319065,0.142625226135806
"[66]","{11A}","=>","{25A}",0.0015600624024961,0.03125,6.67708333333333,1,0.0238656960319065,0.142625226135806
"[67]","{25A}","=>","{23F}",0.0015600624024961,0.333333333333333,3.1421568627451,1,0.20013296953466,0.286082714435338
"[68]","{23F}","=>","{25A}",0.0015600624024961,0.0147058823529412,3.1421568627451,1,0.20013296953466,0.286082714435338
"[69]","{25A}","=>","{6A}",0.0015600624024961,0.333333333333333,1.97839506172839,1,0.444501868049422,0.425626359561425
"[70]","{6A}","=>","{25A}",0.0015600624024961,0.00925925925925926,1.97839506172839,1,0.444501868049422,0.425626359561424
"[71]","{48}","=>","{24A}",0.0015600624024961,0.2,42.7333333333333,1,1.32567805956175e-10,0.0232549090696021
"[72]","{24A}","=>","{48}",0.0015600624024961,0.333333333333333,42.7333333333333,1,1.32567805956176e-10,0.0232549090696023
"[73]","{48}","=>","{24F}",0.0015600624024961,0.2,11.6545454545455,1,0.00157535360707953,0.0831596042236196
"[74]","{24F}","=>","{48}",0.0015600624024961,0.0909090909090909,11.6545454545455,1,0.00157535360707953,0.0831596042236195
"[75]","{48}","=>","{17F}",0.0015600624024961,0.2,8.0125,1,0.0117785332452041,0.119081631401976
"[76]","{17F}","=>","{48}",0.0015600624024961,0.0625,8.0125,1,0.0117785332452041,0.119081631401976
"[77]","{48}","=>","{15F}",0.0015600624024961,0.2,9.86153846153846,1,0.00420829781006313,0.0976663528584338
"[78]","{15F}","=>","{48}",0.0015600624024961,0.0769230769230769,9.86153846153846,1,0.00420829781006313,0.0976663528584342
"[79]","{48}","=>","{22F}",0.0015600624024961,0.2,6.74736842105263,1,0.0241367320022172,0.140088363883032
"[80]","{22F}","=>","{48}",0.0015600624024961,0.0526315789473684,6.74736842105263,1,0.0241367320022172,0.140088363883032
"[81]","{48}","=>","{3}",0.0015600624024961,0.2,2.84888888888889,1,0.254095428782715,0.305891923458802
"[82]","{3}","=>","{48}",0.0015600624024961,0.0222222222222222,2.84888888888889,1,0.254095428782715,0.305891923458802
"[83]","{48}","=>","{23F}",0.0015600624024961,0.2,1.88529411764706,1,0.493583145234025,0.43026236515409
"[84]","{23F}","=>","{48}",0.0015600624024961,0.0147058823529412,1.88529411764706,1,0.493583145234025,0.43026236515409
"[85]","{48}","=>","{19F}",0.0015600624024961,0.2,1.34947368421053,1,0.743486919227313,0.55281401090978
"[86]","{19F}","=>","{48}",0.0015600624024961,0.0105263157894737,1.34947368421053,1,0.743486919227313,0.55281401090978
"[87]","{39}","=>","{10C}",0.0015600624024961,0.2,64.1,1,2.2881344716475e-15,0.0155518720748828
"[88]","{10C}","=>","{39}",0.0015600624024961,0.5,64.1,1,2.28813447164752e-15,0.0155518720748832
"[89]","{39}","=>","{10B}",0.0015600624024961,0.2,10.6833333333333,1,0.00267816830043643,0.0904361153012095
"[90]","{10B}","=>","{39}",0.0015600624024961,0.0833333333333333,10.6833333333333,1,0.00267816830043643,0.0904361153012098
"[91]","{39}","=>","{10F}",0.0015600624024961,0.2,14.2444444444444,1,0.000388188575543713,0.0684668737676386
"[92]","{10F}","=>","{39}",0.0015600624024961,0.111111111111111,14.2444444444444,1,0.000388188575543713,0.0684668737676384
"[93]","{39}","=>","{35B}",0.0015600624024961,0.2,5.57391304347826,1,0.0476124705836504,0.167471968080139
"[94]","{35B}","=>","{39}",0.0015600624024961,0.0434782608695652,5.57391304347826,1,0.0476124705836501,0.167471968080139
"[95]","{39}","=>","{7F}",0.0015600624024961,0.2,6.41,1,0.0292963886324988,0.147000836842172
"[96]","{7F}","=>","{39}",0.0015600624024961,0.05,6.41,1,0.0292963886324988,0.147000836842172
"[97]","{39}","=>","{10A}",0.0015600624024961,0.2,4.13548387096774,1,0.112571385930577,0.220146457221011
"[98]","{10A}","=>","{39}",0.0015600624024961,0.032258064516129,4.13548387096774,1,0.112571385930576,0.220146457221011
"[99]","{39}","=>","{14}",0.0015600624024961,0.2,2.61632653061225,1,0.296539610751859,0.328950051463138
"[100]","{14}","=>","{39}",0.0015600624024961,0.0204081632653061,2.61632653061224,1,0.296539610751859,0.328950051463138
"[101]","{39}","=>","{3}",0.0015600624024961,0.2,2.84888888888889,1,0.254095428782715,0.305891923458802
"[102]","{3}","=>","{39}",0.0015600624024961,0.0222222222222222,2.84888888888889,1,0.254095428782715,0.305891923458802
"[103]","{39}","=>","{23F}",0.0015600624024961,0.2,1.88529411764706,1,0.493583145234025,0.43026236515409
"[104]","{23F}","=>","{39}",0.0015600624024961,0.0147058823529412,1.88529411764706,1,0.493583145234025,0.43026236515409
"[105]","{40}","=>","{12B}",0.0015600624024961,0.333333333333333,42.7333333333333,1,1.32567805956176e-10,0.0232549090696023
"[106]","{12B}","=>","{40}",0.0015600624024961,0.2,42.7333333333333,1,1.32567805956175e-10,0.0232549090696021
"[107]","{40}","=>","{27}",0.0015600624024961,0.333333333333333,53.4166666666667,1,5.54511784590187e-13,0.0186330868727704
"[108]","{27}","=>","{40}",0.0015600624024961,0.25,53.4166666666667,1,5.54511784590187e-13,0.0186330868727707
"[109]","{40}","=>","{5}",0.0015600624024961,0.333333333333333,19.4242424242424,1,2.37209261741214e-05,0.0506814286655973
"[110]","{5}","=>","{40}",0.0015600624024961,0.0909090909090909,19.4242424242424,1,2.37209261741214e-05,0.0506814286655977
"[111]","{40}","=>","{10F}",0.0015600624024961,0.333333333333333,23.7407407407407,1,2.46064725183361e-06,0.0415970864186679
"[112]","{10F}","=>","{40}",0.0015600624024961,0.111111111111111,23.7407407407407,1,2.46064725183361e-06,0.0415970864186674
"[113]","{40}","=>","{19B}",0.0015600624024961,0.333333333333333,23.7407407407407,1,2.46064725183361e-06,0.0415970864186679
"[114]","{19B}","=>","{40}",0.0015600624024961,0.111111111111111,23.7407407407407,1,2.46064725183361e-06,0.0415970864186674
"[115]","{40}","=>","{7B/C}",0.0015600624024961,0.333333333333333,13.3541666666667,1,0.000599750795056419,0.0731407425311094
"[116]","{7B/C}","=>","{40}",0.0015600624024961,0.0625,13.3541666666667,1,0.000599750795056419,0.0731407425311097
"[117]","{40}","=>","{12F}",0.0015600624024961,0.333333333333333,10.6833333333333,1,0.00255301089921021,0.0908509755883191
"[118]","{12F}","=>","{40}",0.0015600624024961,0.05,10.6833333333333,1,0.00255301089921021,0.090850975588319
"[119]","{40}","=>","{1}",0.0015600624024961,0.333333333333333,7.63095238095238,1,0.0138786027992216,0.125591752543341
"[120]","{1}","=>","{40}",0.0015600624024961,0.0357142857142857,7.63095238095238,1,0.0138786027992216,0.125591752543341
"[121]","{40}","=>","{14}",0.0015600624024961,0.333333333333333,4.36054421768707,1,0.0932459435968189,0.212551178103462
"[122]","{14}","=>","{40}",0.0015600624024961,0.0204081632653061,4.36054421768707,1,0.0932459435968187,0.212551178103462
"[123]","{40}","=>","{3}",0.0015600624024961,0.333333333333333,4.74814814814815,1,0.0737682607524686,0.196453879281932
"[124]","{3}","=>","{40}",0.0015600624024961,0.0222222222222222,4.74814814814815,1,0.0737682607524685,0.196453879281932
"[125]","{40}","=>","{6B}",0.0015600624024961,0.333333333333333,1.96024464831804,1,0.450487115119979,0.428859231834062
"[126]","{6B}","=>","{40}",0.0015600624024961,0.00917431192660551,1.96024464831804,1,0.450487115119979,0.428859231834062
"[127]","{11B}","=>","{33D}",0.0015600624024961,0.2,32.05,1,3.32481164551802e-08,0.0309096511615331
"[128]","{33D}","=>","{11B}",0.0015600624024961,0.25,32.05,1,3.32481164551804e-08,0.0309096511615332
"[129]","{11B}","=>","{33B}",0.0015600624024961,0.2,16.025,1,0.000149571666987707,0.0610502087498649
"[130]","{33B}","=>","{11B}",0.0015600624024961,0.125,16.025,1,0.000149571666987708,0.0610502087498648
"[131]","{11B}","=>","{11C}",0.0015600624024961,0.2,25.64,1,9.37310150978362e-07,0.0385163257991977
"[132]","{11C}","=>","{11B}",0.0015600624024961,0.2,25.64,1,9.37310150978362e-07,0.0385163257991977
"[133]","{11B}","=>","{38}",0.0015600624024961,0.2,11.6545454545455,1,0.00157535360707953,0.0831596042236196
"[134]","{38}","=>","{11B}",0.0015600624024961,0.0909090909090909,11.6545454545455,1,0.00157535360707953,0.0831596042236195
"[135]","{11B}","=>","{7F}",0.0015600624024961,0.2,6.41,1,0.0292963886324988,0.147000836842172
"[136]","{7F}","=>","{11B}",0.0015600624024961,0.05,6.41,1,0.0292963886324988,0.147000836842172
"[137]","{11B}","=>","{4}",0.0015600624024961,0.2,2.84888888888889,1,0.254095428782715,0.305891923458802
"[138]","{4}","=>","{11B}",0.0015600624024961,0.0222222222222222,2.84888888888889,1,0.254095428782715,0.305891923458802
"[139]","{11B}","=>","{1}",0.0015600624024961,0.2,4.57857142857143,1,0.0859982200415102,0.200715737839318
"[140]","{1}","=>","{11B}",0.0015600624024961,0.0357142857142857,4.57857142857143,1,0.0859982200415102,0.200715737839318
"[141]","{11B}","=>","{9V}",0.0015600624024961,0.2,4.93076923076923,1,0.0696296087133228,0.187548170248203
"[142]","{9V}","=>","{11B}",0.0015600624024961,0.0384615384615385,4.93076923076923,1,0.0696296087133228,0.187548170248203
"[143]","{11B}","=>","{11A}",0.0015600624024961,0.2,4.00625,1,0.121874771302268,0.226538699374937
"[144]","{11A}","=>","{11B}",0.0015600624024961,0.03125,4.00625,1,0.121874771302268,0.226538699374936
"[145]","{11B}","=>","{14}",0.0031201248049922,0.4,5.23265306122449,2,0.0062645675689195,0.0493459062394462
"[146]","{14}","=>","{11B}",0.0031201248049922,0.0408163265306122,5.23265306122449,2,0.00626456756891951,0.0493459062394462
"[147]","{11B}","=>","{3}",0.0015600624024961,0.2,2.84888888888889,1,0.254095428782715,0.305891923458802
"[148]","{3}","=>","{11B}",0.0015600624024961,0.0222222222222222,2.84888888888889,1,0.254095428782715,0.305891923458802
"[149]","{11B}","=>","{6C/D}",0.0015600624024961,0.2,2.1728813559322,1,0.401857261987526,0.38392364622699
"[150]","{6C/D}","=>","{11B}",0.0015600624024961,0.0169491525423729,2.1728813559322,1,0.401857261987526,0.38392364622699
"[151]","{11B}","=>","{23F}",0.0015600624024961,0.2,1.88529411764706,1,0.493583145234025,0.43026236515409
"[152]","{23F}","=>","{11B}",0.0015600624024961,0.0147058823529412,1.88529411764706,1,0.493583145234025,0.43026236515409
"[153]","{11B}","=>","{19F}",0.0031201248049922,0.4,2.69894736842105,2,0.111641990637615,0.160907470655436
"[154]","{19F}","=>","{11B}",0.0031201248049922,0.0210526315789474,2.69894736842105,2,0.111641990637615,0.160907470655436
"[155]","{11B}","=>","{6A}",0.0015600624024961,0.2,1.18703703703704,1,0.850092972965339,0.603753050964397
"[156]","{6A}","=>","{11B}",0.0015600624024961,0.00925925925925926,1.18703703703704,1,0.850092972965339,0.603753050964397
"[157]","{11B}","=>","{6B}",0.0015600624024961,0.2,1.17614678899083,1,0.857949160489676,0.60747018932308
"[158]","{6B}","=>","{11B}",0.0015600624024961,0.00917431192660551,1.17614678899083,1,0.857949160489676,0.60747018932308
"[159]","{11B}","=>","{19A}",0.0015600624024961,0.2,1.24466019417476,1,0.810088053255917,0.584742564667288
"[160]","{19A}","=>","{11B}",0.0015600624024961,0.00970873786407767,1.24466019417476,1,0.810088053255917,0.584742564667288
"[161]","{12B}","=>","{12A}",0.0015600624024961,0.2,18.3142857142857,1,4.42514454506332e-05,0.0535863789307064
"[162]","{12A}","=>","{12B}",0.0015600624024961,0.142857142857143,18.3142857142857,1,4.42514454506333e-05,0.0535863789307063
"[163]","{12B}","=>","{7A}",0.0015600624024961,0.2,25.64,1,9.37310150978362e-07,0.0385163257991977
"[164]","{7A}","=>","{12B}",0.0015600624024961,0.2,25.64,1,9.37310150978362e-07,0.0385163257991977
"[165]","{12B}","=>","{9L}",0.0015600624024961,0.2,11.6545454545455,1,0.00157535360707953,0.0831596042236196
"[166]","{9L}","=>","{12B}",0.0015600624024961,0.0909090909090909,11.6545454545455,1,0.00157535360707953,0.0831596042236195
"[167]","{12B}","=>","{9N}",0.0015600624024961,0.2,8.54666666666667,1,0.0087312649367206,0.111988890914069
"[168]","{9N}","=>","{12B}",0.0015600624024961,0.0666666666666667,8.54666666666667,1,0.00873126493672059,0.111988890914069
"[169]","{12B}","=>","{35F}",0.0015600624024961,0.2,6.41,1,0.0292963886324988,0.147000836842172
"[170]","{35F}","=>","{12B}",0.0015600624024961,0.05,6.41,1,0.0292963886324988,0.147000836842172
"[171]","{12B}","=>","{12F}",0.0062402496099844,0.8,25.64,4,3.19323263526889e-23,3.40643274650025e-06
"[172]","{12F}","=>","{12B}",0.0062402496099844,0.2,25.64,4,3.19323263526889e-23,3.40643274650026e-06
"[173]","{12B}","=>","{7F}",0.0015600624024961,0.2,6.41,1,0.0292963886324988,0.147000836842172
"[174]","{7F}","=>","{12B}",0.0015600624024961,0.05,6.41,1,0.0292963886324988,0.147000836842172
"[175]","{12B}","=>","{22F}",0.0015600624024961,0.2,6.74736842105263,1,0.0241367320022172,0.140088363883032
"[176]","{22F}","=>","{12B}",0.0015600624024961,0.0526315789473684,6.74736842105263,1,0.0241367320022172,0.140088363883032
"[177]","{12B}","=>","{4}",0.0015600624024961,0.2,2.84888888888889,1,0.254095428782715,0.305891923458802
"[178]","{4}","=>","{12B}",0.0015600624024961,0.0222222222222222,2.84888888888889,1,0.254095428782715,0.305891923458802
"[179]","{12B}","=>","{1}",0.0015600624024961,0.2,4.57857142857143,1,0.0859982200415102,0.200715737839318
"[180]","{1}","=>","{12B}",0.0015600624024961,0.0357142857142857,4.57857142857143,1,0.0859982200415102,0.200715737839318
"[181]","{12B}","=>","{15B/C}",0.0015600624024961,0.2,3.37368421052632,1,0.181011513092251,0.264017690587214
"[182]","{15B/C}","=>","{12B}",0.0015600624024961,0.0263157894736842,3.37368421052632,1,0.181011513092251,0.264017690587215
"[183]","{12B}","=>","{3}",0.0015600624024961,0.2,2.84888888888889,1,0.254095428782715,0.305891923458802
"[184]","{3}","=>","{12B}",0.0015600624024961,0.0222222222222222,2.84888888888889,1,0.254095428782715,0.305891923458802
"[185]","{12B}","=>","{6C/D}",0.0015600624024961,0.2,2.1728813559322,1,0.401857261987526,0.38392364622699
"[186]","{6C/D}","=>","{12B}",0.0015600624024961,0.0169491525423729,2.1728813559322,1,0.401857261987526,0.38392364622699
"[187]","{12B}","=>","{6B}",0.0031201248049922,0.4,2.35229357798165,2,0.16941502183055,0.202302108226637
"[188]","{6B}","=>","{12B}",0.0031201248049922,0.018348623853211,2.35229357798165,2,0.16941502183055,0.202302108226638
"[189]","{27}","=>","{5}",0.0015600624024961,0.25,14.5681818181818,1,0.000321943537598494,0.0670489902403287
"[190]","{5}","=>","{27}",0.0015600624024961,0.0909090909090909,14.5681818181818,1,0.000321943537598494,0.0670489902403286
"[191]","{27}","=>","{10F}",0.0015600624024961,0.25,17.8055555555556,1,5.73376027358395e-05,0.0551168767356461
"[192]","{10F}","=>","{27}",0.0015600624024961,0.111111111111111,17.8055555555556,1,5.73376027358395e-05,0.0551168767356458
"[193]","{27}","=>","{38}",0.0015600624024961,0.25,14.5681818181818,1,0.000321943537598494,0.0670489902403287
"[194]","{38}","=>","{27}",0.0015600624024961,0.0909090909090909,14.5681818181818,1,0.000321943537598494,0.0670489902403286
"[195]","{27}","=>","{29}",0.0015600624024961,0.25,9.42647058823529,1,0.00526422216519213,0.102167998724894
"[196]","{29}","=>","{27}",0.0015600624024961,0.0588235294117647,9.42647058823529,1,0.00526422216519213,0.102167998724894
"[197]","{27}","=>","{6E}",0.0015600624024961,0.25,10.6833333333333,1,0.00263604212262902,0.0905738320132834
"[198]","{6E}","=>","{27}",0.0015600624024961,0.0666666666666667,10.6833333333333,1,0.00263604212262902,0.0905738320132832
"[199]","{27}","=>","{23B}",0.0015600624024961,0.25,8.90277777777778,1,0.00703853225094745,0.107923332066401
"[200]","{23B}","=>","{27}",0.0015600624024961,0.0555555555555556,8.90277777777778,1,0.00703853225094745,0.107923332066401
"[201]","{27}","=>","{13}",0.0015600624024961,0.25,6.41,1,0.028772891072667,0.147439645764558
"[202]","{13}","=>","{27}",0.0015600624024961,0.04,6.41,1,0.028772891072667,0.147439645764558
"[203]","{27}","=>","{18C}",0.0015600624024961,0.25,6.16346153846154,1,0.0331717132527031,0.152975751960892
"[204]","{18C}","=>","{27}",0.0015600624024961,0.0384615384615385,6.16346153846154,1,0.0331717132527031,0.152975751960893
"[205]","{27}","=>","{23A}",0.0015600624024961,0.25,6.41,1,0.028772891072667,0.147439645764558
"[206]","{23A}","=>","{27}",0.0015600624024961,0.04,6.41,1,0.028772891072667,0.147439645764558
"[207]","{27}","=>","{4}",0.0015600624024961,0.25,3.56111111111111,1,0.157982372454714,0.253130329802799
"[208]","{4}","=>","{27}",0.0015600624024961,0.0222222222222222,3.56111111111111,1,0.157982372454714,0.253130329802798
"[209]","{27}","=>","{1}",0.0015600624024961,0.25,5.72321428571429,1,0.0428430968162748,0.163967036130781
"[210]","{1}","=>","{27}",0.0015600624024961,0.0357142857142857,5.72321428571429,1,0.0428430968162748,0.163967036130781
"[211]","{27}","=>","{15B/C}",0.0015600624024961,0.25,4.21710526315789,1,0.105174036573361,0.217327660941662
"[212]","{15B/C}","=>","{27}",0.0015600624024961,0.0263157894736842,4.21710526315789,1,0.105174036573361,0.217327660941662
"[213]","{27}","=>","{14}",0.0015600624024961,0.25,3.27040816326531,1,0.190033482058759,0.2730292224184
"[214]","{14}","=>","{27}",0.0015600624024961,0.0204081632653061,3.27040816326531,1,0.190033482058759,0.2730292224184
"[215]","{27}","=>","{6C/D}",0.0015600624024961,0.25,2.71610169491525,1,0.272983495725067,0.321036959596182
"[216]","{6C/D}","=>","{27}",0.0015600624024961,0.0169491525423729,2.71610169491525,1,0.272983495725067,0.321036959596182
"[217]","{27}","=>","{23F}",0.0015600624024961,0.25,2.35661764705882,1,0.348443015652471,0.362174211956337
"[218]","{23F}","=>","{27}",0.0015600624024961,0.0147058823529412,2.35661764705882,1,0.348443015652471,0.362174211956336
"[219]","{27}","=>","{19F}",0.0015600624024961,0.25,1.68684210526316,1,0.565431108343426,0.474432702858911
"[220]","{19F}","=>","{27}",0.0015600624024961,0.0105263157894737,1.68684210526316,1,0.565431108343426,0.474432702858911
"[221]","{27}","=>","{6A}",0.0015600624024961,0.25,1.4837962962963,1,0.662170693522267,0.522855753240682
"[222]","{6A}","=>","{27}",0.0015600624024961,0.00925925925925926,1.4837962962963,1,0.662170693522267,0.522855753240682
"[223]","{27}","=>","{6B}",0.0015600624024961,0.25,1.47018348623853,1,0.669389193075772,0.526436573103791
"[224]","{6B}","=>","{27}",0.0015600624024961,0.00917431192660551,1.47018348623853,1,0.669389193075772,0.526436573103791
"[225]","{27}","=>","{19A}",0.0031201248049922,0.5,3.11165048543689,2,0.0637824855532569,0.123177289955301
"[226]","{19A}","=>","{27}",0.0031201248049922,0.0194174757281553,3.11165048543689,2,0.0637824855532569,0.123177289955301
"[227]","{33D}","=>","{28F}",0.0015600624024961,0.25,26.7083333333333,1,5.34136167721498e-07,0.0370045590158631
"[228]","{28F}","=>","{33D}",0.0015600624024961,0.166666666666667,26.7083333333333,1,5.34136167721498e-07,0.037004559015863
"[229]","{33D}","=>","{33B}",0.0031201248049922,0.5,40.0625,2,1.24771395383034e-18,0.000808808965012581
"[230]","{33B}","=>","{33D}",0.0031201248049922,0.25,40.0625,2,1.24771395383034e-18,0.000808808965012582
"[231]","{33D}","=>","{5}",0.0015600624024961,0.25,14.5681818181818,1,0.000321943537598494,0.0670489902403287
"[232]","{5}","=>","{33D}",0.0015600624024961,0.0909090909090909,14.5681818181818,1,0.000321943537598494,0.0670489902403286
"[233]","{33D}","=>","{6E}",0.0015600624024961,0.25,10.6833333333333,1,0.00263604212262902,0.0905738320132834
"[234]","{6E}","=>","{33D}",0.0015600624024961,0.0666666666666667,10.6833333333333,1,0.00263604212262902,0.0905738320132832
